Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,EcoClass
Audi,A4,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,39100,Low-middle
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105,37300,Low-middle
Audi,A4,2017,premium unleaded (recommended),190,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37,27,3105,34900,Low-middle
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24,3105,48000,Low-middle
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24,3105,43200,Low-middle
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105,41100,Low-middle
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25,3105,45900,Low-middle
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24,3105,39400,Low-middle
Audi,A4,2017,premium unleaded (recommended),190,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37,27,3105,38700,Low-middle
Audi,A4,2017,premium unleaded (recommended),190,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37,27,3105,37850,Low-middle
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24,3105,42350,Low-middle
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31,22,3105,43800,Low-middle
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31,22,3105,41500,Low-middle
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,29,21,3105,47900,Low-middle
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,29,21,3105,50200,Low-middle
Audi,A5,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,2,Luxury,Midsize,Coupe,32,22,3105,40500,Low-middle
Audi,A5,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,2,Luxury,Midsize,Coupe,32,22,3105,42800,Low-middle
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Coupe,32,23,3105,41200,Low-middle
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Convertible,21,15,3105,48600,Low-middle
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Coupe,22,15,3105,42200,Low-middle
Audi,A6,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,24,3105,58700,Low-middle
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,20,3105,50450,Low-middle
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,33,25,3105,44800,Low-middle
Audi,A6,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,18,3105,60100,High-middle
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,33,25,3105,48350,Low-middle
Audi,A6,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,18,3105,56300,Low-middle
Audi,A6,2015,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,20,3105,46900,Low-middle
Audi,A6,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,24,3105,62500,High-middle
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,52100,Low-middle
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,3105,49900,Low-middle
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24,3105,46200,Low-middle
Audi,A6,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,25,3105,59500,Low-middle
Audi,A6,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20,3105,61600,High-middle
Audi,A6,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20,3105,57400,Low-middle
Audi,A6,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,25,3105,63700,High-middle
Audi,A6,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,48400,Low-middle
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22,3105,53800,Low-middle
Audi,A6,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,22,3105,61600,High-middle
Audi,A6,2017,premium unleaded (required),340,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,22,3105,67600,High-middle
Audi,A6,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,21,3105,58600,Low-middle
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22,3105,49800,Low-middle
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,354,24,3105,51600,Low-middle
Audi,A6,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,34,24,3105,47600,Low-middle
Audi,A7,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,3105,65900,High-middle
Audi,A7,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,3105,69750,High-middle
Audi,A7,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38,24,3105,68300,High-middle
Audi,A7,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38,24,3105,72150,High-middle
Audi,A7,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38,25,3105,70400,High-middle
Audi,A7,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,30,20,3105,68300,High-middle
Audi,A7,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,35,24,3105,73050,High-middle
Audi,A7,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,30,20,3105,70950,High-middle
Audi,A7,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,21,3105,68800,High-middle
Audi,A7,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,21,3105,71350,High-middle
Audi,A8,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,36,24,3105,85200,High-middle
Audi,A8,2016,premium unleaded (required),500,12,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,22,14,3105,137900,High-middle
Audi,A8,2016,premium unleaded (required),450,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,29,18,3105,90500,High-middle
Audi,A8,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,3105,81500,High-middle
Audi,A8,2017,premium unleaded (required),450,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,29,18,3105,91500,High-middle
Audi,A8,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,19,3105,82500,High-middle
GMC,Acadia Limited,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,43850,Low-middle
GMC,Acadia Limited,2017,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,45850,Low-middle
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,33975,Low-middle
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,40820,Low-middle
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,42820,Low-middle
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,42095,Low-middle
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,44095,Low-middle
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,38555,Low-middle
GMC,Acadia,2015,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,47690,Low-middle
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,35975,Low-middle
GMC,Acadia,2015,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,549,49690,Low-middle
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,549,36555,Low-middle
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,36755,Low-middle
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,44295,Low-middle
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,42295,Low-middle
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,30975,Low-middle
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,36175,Low-middle
GMC,Acadia,2016,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,49890,Low-middle
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,41020,Low-middle
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,34175,Low-middle
GMC,Acadia,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,47890,Low-middle
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,38755,Low-middle
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,549,43020,Low-middle
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21,549,38350,Low-middle
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,43750,Low-middle
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21,549,35070,Low-middle
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21,549,32450,Low-middle
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,21,549,37070,Low-middle
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,41450,Low-middle
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,21,549,34450,Low-middle
GMC,Acadia,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21,549,29070,Low-middle
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,44920,Low-middle
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,46920,Low-middle
GMC,Acadia,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18,549,41750,Low-middle
Hyundai,Accent,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,1439,17395,Low-middle
Hyundai,Accent,2014,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,14895,Low-middle
Hyundai,Accent,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,27,1439,15645,Low-middle
Hyundai,Accent,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,1439,16095,Low-middle
Hyundai,Accent,2014,regular unleaded,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,38,27,1439,14645,Low-middle
Hyundai,Accent,2014,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,16395,Low-middle
Hyundai,Accent,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,38,27,1439,14745,Low-middle
Hyundai,Accent,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,14995,Low-middle
Hyundai,Accent,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,26,1439,15745,Low-middle
Hyundai,Accent,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,17495,Low-middle
Hyundai,Accent,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,16495,Low-middle
Hyundai,Accent,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,16195,Low-middle
Hyundai,Accent,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,26,1439,15745,Low-middle
Hyundai,Accent,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,17495,Low-middle
Hyundai,Accent,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26,1439,16195,Low-middle
Hyundai,Accent,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,16495,Low-middle
Hyundai,Accent,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,38,27,1439,14745,Low-middle
Hyundai,Accent,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27,1439,14995,Low-middle
Plymouth,Acclaim,1993,regular unleaded,100,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,29,22,535,2000,Low-middle
Plymouth,Acclaim,1994,regular unleaded,106,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,25,19,535,2000,Low-middle
Plymouth,Acclaim,1995,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,26,19,535,2000,Low-middle
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,25,17,2202,34020,Low-middle
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,25,17,2202,36220,Low-middle
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,29670,Low-middle
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,34770,Low-middle
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,32570,Low-middle
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,29990,Low-middle
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,32890,Low-middle
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18,2202,36540,Low-middle
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18,2202,34340,Low-middle
Honda,Accord Crosstour,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18,2202,35090,Low-middle
Honda,Accord Hybrid,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,31905,Low-middle
Honda,Accord Hybrid,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,29155,Low-middle
Honda,Accord Hybrid,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,34905,Low-middle
Honda,Accord Hybrid,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,35055,Low-middle
Honda,Accord Hybrid,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,32055,Low-middle
Honda,Accord Hybrid,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50,2202,29305,Low-middle
Honda,Accord Hybrid,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49,2202,29605,Low-middle
Honda,Accord Hybrid,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49,2202,32905,Low-middle
Honda,Accord Hybrid,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49,2202,35955,Low-middle
Honda,Accord Plug-In Hybrid,2014,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,46,47,2202,39780,Low-middle
Honda,Accord,2015,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,30775,Low-middle
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21,2202,32270,Low-middle
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,32550,Low-middle
Honda,Accord,2015,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,34,24,2202,23775,Low-middle
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,26300,Low-middle
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27,2202,30195,Low-middle
Honda,Accord,2015,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,34,24,2202,25450,Low-middle
Honda,Accord,2015,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,32550,Low-middle
Honda,Accord,2015,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,2202,24665,Low-middle
Honda,Accord,2015,regular unleaded,185,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24,2202,25030,Low-middle
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,30270,Low-middle
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27,2202,25830,Low-middle
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,28495,Low-middle
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21,2202,30495,Low-middle
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,30775,Low-middle
Honda,Accord,2015,regular unleaded,185,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24,2202,22105,Low-middle
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27,2202,28420,Low-middle
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21,2202,33630,Low-middle
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,24625,Low-middle
Honda,Accord,2015,regular unleaded,189,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24,2202,23865,Low-middle
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27,2202,22905,Low-middle
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21,2202,32745,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27,2202,28670,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,26850,Low-middle
Honda,Accord,2016,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,2202,25065,Low-middle
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21,2202,30745,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27,2202,27380,Low-middle
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21,2202,34680,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,27850,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,24725,Low-middle
Honda,Accord,2016,regular unleaded,189,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,23,2202,24265,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27,2202,26380,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,30845,Low-middle
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,23,2202,25580,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27,2202,23005,Low-middle
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,34,23,2202,23875,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,28845,Low-middle
Honda,Accord,2016,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,2202,26065,Low-middle
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,34,23,2202,26000,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26,2202,25725,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27,2202,24005,Low-middle
Honda,Accord,2016,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18,2202,31025,Low-middle
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,34225,Low-middle
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,33025,Low-middle
Honda,Accord,2016,regular unleaded,185,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,23,2202,22205,Low-middle
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21,2202,31025,Low-middle
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27,2202,30670,Low-middle
Honda,Accord,2017,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,26,2202,26215,Low-middle
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,32,23,2202,24025,Low-middle
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,34,26,2202,30995,Low-middle
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,32,23,2202,22355,Low-middle
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,33,21,2202,34830,Low-middle
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,32,23,2202,26150,Low-middle
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,33,21,2202,32895,Low-middle
